producto,url
adata_swordfish-m.2_500gb,https://www.amazon.com.mx/ADATA-velocidad-lectura-escritura-interno/dp/B08976TPMP/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1S1QBU5KBWR0L&dchild=1&keywords=adata+swordfish&qid=1613795621&sprefix=adata+sword%2Caps%2C227&sr=8-1
